sun|太阳
signboards|<英>广告牌, 布告牌( signboard的复数形式 )
subverted|颠覆, 破坏（政治制度、宗教信仰等）( subvert的过去式和过去分词 ); 使（某人）道德败坏或不忠
shivah|[希伯来语] 七日丧期 [亦作 shibah]
soldan|(中世纪埃及等伊斯兰教国家的)苏丹
scran|食物
slingshots|弹弓( slingshot的名词复数 )
stey|[苏]=steep
seamanship|航海技术
spoutless|无喷嘴的
stilettoing|匕首；小剑；细高跟女鞋
secretor|分泌器[管], 分泌腺
starchlike|starch的变形
salientian|[动]无尾目的
seculars|(secular 的复数) n. 修道院外的教士
subdean|副助理监督, 副助理主教
snoods|(snood 的复数) n. 妇女发网
soils|泥土( soil的名词复数 ); 国土; 领土; 土地
serotina|基蜕膜
scissoring|[计] 剪取
scants|限制（scant的第三人称单数形式）
squirreling|储藏（squirrel的现在分词形式）
shaken|shake的过去分词
stupa|佛塔
sabella|(Sabella)人名；(意)萨贝拉；(西)萨韦利亚
subepoch|亚世
subterminal|接近端点的, 几乎在末端的
stuffers|(stuffer 的复数) n. 填塞工人, (非正式)贩卖假货的人
scrotum|阴囊
subcellar|地下室的第二层
stodging|充分满足( stodge的现在分词 )
squawky|沙哑的, 刺耳的, 喧哗的
sapping|逐渐削弱（某人[某事物]的力量、活力等）( sap的现在分词 ); 逐渐消耗（某人的力量、活力等）; 近迫作业; 下切
sacralgia|[医]骶骨痛
sternwards|在船尾, 向船尾
salicylism|水杨酸中毒
sewan|西温(北美印第安人所用的贝壳货币)
surmounted|战胜( surmount的过去式和过去分词 ); 克服（困难）; 居于…之上; 在…顶上
steamboating|汽船, 轮船, 汽艇
succinimide|琥珀酰亚胺
secreter|[网络] 秘密
saleyard|<澳>(出售牲畜的)寄养场
snuffles|[医] 婴儿鼻塞(先天梅毒)
sniffs|以鼻吸气, 嗅, 闻( sniff的第三人称单数 ); 抽鼻子（尤指哭泣、患感冒等时出声地用鼻子吸气）; 抱怨, 不以为然地说
sequestrates|没收, 接收( sequestrate的第三人称单数 ); 扣押（债务人的房产等）
spokesmen|发言人们
syncope|(词中)音省略, 中略
seps|正在腐烂的患处
scattergun|猎枪,机关枪
sanctifier|净化者, 认可者, 批准者
sonometer|弦音计, 振动频率计, 听力计
splenic|脾脏的, 脾的
semicanal|[医] 半管
sideroscope|铁屑检查器
sneakers|胶底运动鞋（sneaker的复数形式）
superculture|[网络] 主宰文化；超级文化
surfboard|冲浪板, 用冲浪板滑水
spriggy|小树枝多的, 嫩枝多的
swiller|泔水；冲洗；痛饮；涮 (swill的变形)
syngamous|[医] 有性生殖的, 配子配合的
subluxate|[医]使不全脱位,使半脱位
socies|植丛; 演替组合
shapeliness|像样子, 形状好
sceneries|(scenery 的复数) n. 风景, 景色, 舞台布景
scalprum|[解]骨刮,骨锉
stander|采伐残留木
sheartail|[鸟]剪尾蜂鸟
stows|装( stow的第三人称单数 ); 装载; 无票偷乘（交通工具, 尤指船或飞机）; 将某物收好（或保存好）
shockwave|震荡波；爆震波；冲击波
scrimp|过度缩减
syconium|[植]隐头花序
sphenion|蝶点(测颅点, 在顶骨蝶角部)
suffragan|副监督, 副主教
solecize|犯语法错误
svabite|[矿]砷灰石
semaphorical|semaphore的变形
sacral|祭典的, 圣礼的, 神圣的, 骶骨的
stearin|硬脂精, 硬脂
soubise|苏比斯调味汁(一种由洋葱和黄油制成的调味汁)
snowshoeing|雪鞋( snowshoe的现在分词 )
splenolysin|[医] 溶脾素
scalpriform|[解](门牙)凿形的
scalded|（沸水等）烫伤（皮肤）( scald的过去式和过去分词 ); 把（尤指牛奶）加热到接近沸腾
sporoid|孢子全积
shes|女人；雌性动物；可视为阴性的东西（she的复数）
siricid|树蜂
scansorial|攀附的, 适于攀爬的, 攀禽类的
septet|[计] 七位字节
septicity|腐败性
spinibulbar|[医] 脊髓延髓的
subtemporal|[医] 颞下的
suburbias|(suburbia 的复数) n. 都市的郊区, 郊区居民, 郊区居民所特有的风俗习惯
slightness|些微, 少许, 细长
surya|(Surya)人名；(尼)苏里亚；(法)叙丽娅
shareef|(Shareef)人名；(阿拉伯、巴基)谢里夫
silentiary|(尤指出于宗教动机而)主张(以及实行)沉默者
serian|[地名] [马来西亚] 西连
spackle|一种抹墙粉的商标名；抹墙粉于...
sterlets|(sterlet 的复数) [动]小体鲟(产于里海)
spherulitize|使成球粒
straights|(straight 的复数) n. 直线, 直
secures|保护( secure的第三人称单数 ); （使）获得; 使安全; 担保
sanctities|圣洁, 神圣( sanctity的名词复数 ); 不可侵犯
swoops|猛扑, 突然下降( swoop的名词复数 )
suntanning|(suntan 的现在分词) n. 晒黑, 土黄色军服
sori|sorus 的复数
selagite|黑云粗面岩
scintillated|（言谈举止中）焕发才智( scintillate的过去式和过去分词 ); 谈笑洒脱; 闪耀; 闪烁
sinuose|弯曲的, 波状的
seismoscope|地震示波仪
sultaness|苏丹女眷
salaciously|salacious的变形
sambal|<马来语>n.(源出马来西亚、印度尼西亚的) 咖喱饭调味品
splashdowns|溅落( splashdown的复数形式 )
splenauxe|[医] 脾增大, 脾大
swallowing|[医] 吞咽
simulative|模拟的, 假装的
solenostele|管状中柱
soavemente|(意大利)苏瓦韦白葡萄酒(一种不带甜味的白葡萄酒) , <意>adj.& adv.[音]甜蜜的(地)柔和的(地)
sauntered|漫步, 闲逛( saunter的过去式和过去分词 )
snuffed|剪（烛）花( snuff的过去式和过去分词 ); 熄灭（烛光）; 消灭; 谋杀
scholiastic|古典注释的
selenograph|月球表面图
sycosiform|[医] 须疮样的
smectic|净化的
selachii|软骨鲨目
sardinia|撒丁岛
sartain|[人名] 萨廷
smashup|猛撞, 撞车, 惨败
sparling|(pl. sparling, sparlings)[动](欧洲)胡瓜鱼
shebeen|非法酒吧
sowcar|(印度的)银行家,放债人
spiccato|弹奏的, 断续的
seesawed|使上下（来回）摇动( seesaw的过去式和过去分词 ); 玩跷跷板, 上下（来回）摇动
surging|浪涌；冲击（surge的ing形式）
serpentinely|serpentine的变形
seemingness|外观 (seeming的变形)
suffixal|后缀的
syntaxis|并合
selectors|选择者, 选择器( selector的复数形式 )
showmen|（戏剧、音乐、文娱表演等的）演出主持人( showman的名词复数 ); 娱乐经理人; 善于引起公众注意的人物; 爱出风头的人物
subtilise|<主英> = subtilize
squam|渔夫戴的油布帽
stooped|弯腰的, 曲背的
sidespin|侧旋
stomatodeum|口道, 口凹
schizogamy|裂殖生殖
skidders|(skidder 的复数) n.[林]集材工,集材机,集材道横木
sporeling|[植]萌芽孢子,孢苗
shamelessly|不知羞耻地
spayed|切除卵巢( spay的过去式和过去分词 )
sippy|夕皮士（指50～80岁有稳固收入的消费者）
stooks|(stook 的复数) n. 稻堆
skiagraphy|X光照相术
spiffed|(spiff 的过去时) <俚>vt.把…打扮整齐(up)
shiest|形容词 shy 的最高级
subjoined|增补, 附加( subjoin的过去式和过去分词 )
septal|隔膜的, 氏族的
snatchers|绑架者；抢夺贼
skeigh|[主苏格兰英语]；(女人)倨傲的；难对付的
saigon|西贡（越南一座城市, 现称胡志明市）
scalper|剥头皮的人, 做投机倒卖的人, 雕刻刀
sternad|向胸骨
spectre|幽灵, 妖怪, 凶兆
santalwood|檀香, 白檀
scyllite|[医] 鲨肝己糖
serin|[动]金丝雀
syzygial|[天]朔望(性)的
scuffling|扭打, 混战( scuffle的现在分词 )
scrounged|乞讨, 骗取( scrounge的过去式和过去分词 )
silliest|蠢的（silly的最高级）
swive|<古>(与…)性交
sumps|污水坑( sump的复数形式 ); 池; 机油箱
subfield|[计] 子字段
striatal|[医] 纹状体的
stewable|adj. stew的变形
shelleyan|(英国浪漫主义诗人)雪莱的,雪莱诗作(风格)的
sampan|舢板
sheepsplit|绵羊副层皮
scrooges|(scrooge 的复数) vt. 推；挤
subclasses|子类；亚类（subclass的复数）
scooped|抢先报道( scoop的过去式和过去分词 ); （敏捷地）抱起; 抢先获得; 用铲[勺]等挖（洞等）
slashings|(slashing 的复数) a. 猛烈的, 苛刻的, 鲜明的, 猛砍的
secondarily|在第二, 在其次, 在第二位
spotlessness|spotless的变形
sacramental|圣礼的, 圣餐的, 受圣礼约束的, 受誓言约束的, 神圣的
speciate|物种形成
swack|<苏格兰>重击[拟声]
starblind|[医] 半盲的; 瞬眼的
swansdown|天鹅绒, 天鹅绒女式呢
shantey|劳动号子
suctional|suction的变形
seaweeds|海草, 海藻( seaweed的复数形式 )
syphon|虹吸, 虹吸管, 苏打水瓶, 虹管, 存水弯
synopsy|[医] 光联觉, 牵连光觉, 并眼[畸形], 独眼[畸形]
summates|(summate 的第三人称 -s形式) v.[数]求(…的)和
suspired|叹息, 叹气( suspire的过去式和过去分词 )
subfuscous|略带黑色的, 稍暗的
shielder|盾；防护物；保护者 (shield的变形)
soliloquy|自言自语, 独白
soldo|索尔多(旧意大利铜币)
snowstorms|暴风雪, 雪崩( snowstorm的复数形式 )
sympus|[医] [无足]并腿畸胎
salmons|鲑鱼, 大马哈鱼( salmon的名词复数 )
scrawl|潦草地写
signaling|发信号；打信号
stairs|楼梯
simpliciter|绝对地, 普遍地, 无限地, 完全地
sanitariness|卫生
senorita|女士；小姐
soared|高飞( soar的过去式和过去分词 ); 猛增; （音乐）升高; 高耸
symptomless|无症状的, 无征候的
sketched|草拟（sketch的过去式与过去分词形式）
suavity|柔和, 温和, 愉快
shiftingly|shift的变形
scolex|绦虫, 头节
sordidly|肮脏地; 污秽地; 不洁地
scraggy|骨瘦如柴的, 瘦弱的, 凸凹不平的
slimier|似黏液的( slimy的比较级 ); 黏滑的; <贬>谄媚的; 虚伪的
swiped|偷盗( swipe的过去式和过去分词 ); 刷（磁卡）
scuff|拖着脚走, 磨损
snazzy|华丽的, 华丽而俗气的, 时髦的
secretly|秘密地, 背地里
soutache|饰带
sharpish|& adv. 相当锐利的（地）
sambar|水鹿, 黑鹿
sunket|美味的糕饼
shinty|简化曲棍球（苏格兰运动, 每队12人）
sectionalise|[英国英语] = sectionalize
sabulum|[医] 脑沙
sparkish|俊俏的, 美男子般的
sonicating|(sonicate 的现在分词) [生化]n.(超)声波降解标本
subcontinent|次大陆
syllables|音节( syllable的复数形式 )
spheniscidae|企鹅属
shotting|金属粒化
spellbound|被咒语所镇住的, 被迷住的
spherometer|球径计
spongillafly|[网络] 二名法；水蛉
sparer|[医] 节省物质(一种由于自己在代谢中破坏而能减少其他物质破坏的物质)
subsample|[计] 次级样本, 子样本
slaughterer|屠夫, 屠杀者, 刽子手
simplest|最简单的, 单纯的
soviets|布尔什维克, 苏联人
systylous|[植]花柱联着的
semiluxury|半奢侈品
sitiology|[医] 饮食学, 营养学
slackly|松弛地；懈怠地；不活跃地
sowar|[印]骑兵, 传令骑兵
spifflicated|喝醉了的
syndactylism|并指(现象), 并趾(现象)
shanghaiing|上海（中国东部港市）
supputation|计算
segregates|（使）分开( segregate的第三人称单数 ); 分离; 隔离; 隔离并区别对待（不同种族、宗教或性别的人）
sterilant|止繁殖剂, 杀菌剂, 消毒剂
sugary|含糖的, 糖一般的, 甜的
spasmophile|[医] 痉挛素质的
stammerer|口吃的人
snicks|刻细痕于, 留刻痕于( snick的名词复数 ); （在板球比赛中）用球棒的边沿撞击（球）
sucked|吸, 吮；吸收；吞没（suck的过去分词）
subreption|隐匿事实, 歪曲事实, 误断
saprophytism|腐生现象, 腐生生活
syllogistic|三段论的, 演绎的, 演绎性的
symmetallism|混合本位制
scythestone|磨刀石
slaker|石灰消和器
salamanders|火蜥蜴, 火怪, 耐火的人( salamander的复数形式 )
scots|苏格兰的, 苏格兰式的
stoked|<俚>热烈的, 振奋的
sulfitic|sulfite的变形
stragglier|散乱的；蔓延的；零乱四散的；七零八落的 (straggly的变形)
snaking|板玻璃的纵向裂纹, (飞机作)蛇形飞行
sealants|密封剂( sealant的复数形式 )
syngenetic|同生的
scammoniate|scammony的变形
squinches|(squinch 的复数) n. 对角斜拱
supervisee|被监督者,被管理者,被指导者
swells|增强( swell的第三人称单数 ); 肿胀; （使）凸出; 充满（激情）
sludgy|泥泞的, 淤泥多的
seashells|贝壳, 海洋贝类(seashell的复数形式); 海中软体动物的壳, 贝壳( seashell的复数形式 )
salix|柳属; [地名] [美国] 塞利克斯
soldierly|军人的, 像军人的, 适于军人的
subtracting|减法
sarcoptic|疥螨的,疥螨引起的
sextain|六行诗节
stereobate|无柱底基
symbology|符号学, 符号使用
sunbaths|日光浴( sunbath的名词复数 )
shadier|背阴的( shady的比较级 ); 阴凉的; 靠不住的; 可疑的
stroking|扩程；按抚法
syncarp|(=multiple fruit)[植]复果, 聚花果
sullenness|愠怒, 闷闷不乐, （天气等）阴沉
settable|[计][修]可置[定]位
sundae|圣代冰淇淋
southerland|[人名] [苏格兰人姓氏] 萨瑟兰 Sutherland的变体
scapholunar|舟月骨的
stimuli|剌激, 剌激物, 促进因素, 动因
scurried|急匆匆地走( scurry的过去式和过去分词 )
scrophularia|[医] 玄参[属植物]
spectated|出席观看( spectate的过去式和过去分词 )
shorelines|海[湖]滨线, 海[湖]岸线( shoreline的复数形式 )
sheikh|酋长, 王子, 村长, 族长, 教长, 导师, 有威信的丈夫
splinting|[医] 夹板用法, 夹板疗法
spondias|[网络] 槟榔青属；酸枣属；榅桲属
stabilizator|[化] 稳定器
spiritize|（该词极少用）感染（指借助精神的力量渗透）, 激励, 诱拐
styryl|苯乙烯基
spritz|喷,细的喷流
styled|[医]具花柱的
scissortail|[鸟]叉尾霸鹟
snapshoot|快镜拍摄, 抽点打印
surfperch|[鱼]海鲫
sparrows|麻雀( sparrow的复数形式 )
sleety|下雨夹雪的
sonhood|儿子；孩子（对年轻人的称呼）；男性后裔 (son的变形)
sak|(Sak)人名；(捷、土、土库、吉尔)萨克；(泰)塞；(老、柬)萨
sarcocyst|囊胞体
sextuplet|六胞胎之一, 六个一组
sel|系统事件日志（System Event Log）
sergius|[人名] 瑟吉厄斯
stipulary|[医]托叶的
siccing|（也作sick）猛烈攻击, 进攻（sic的现在分词形式）
suberect|几乎直立的, 几乎笔直向上生长的
squarrulose|[医]具小糠（秕）状的
stupe|湿热毛巾, (非正式)傻子, 笨人
snorter|鼻息粗的人, 表示轻蔑的人, 表示愤怒的人, 令人咋舌的人, 大风
strigils|(strigil 的复数) n. 刮身板
snared|用罗网捕捉, 诱陷, 陷害( snare的过去式和过去分词 )
southed|南方, 南边；南部
serifs|(serif 的复数) n. 西文字体中的短细线, 衬线
shroudless|无罩的
spiderweb|蜘蛛网
sectorial|(食肉动物的)裂齿
supinely|掌心向上地, 仰卧地
sacristan|教堂司事
sadh|（植物生长调节剂）丁酰肼
shekel|钱, 财富, 硬币
subrogate|代替, 取代
skyborne|空运的
stolidly|迟钝地, 神经麻木地
stied|关入猪栏
sparsest|稀疏的, 稀少的( sparse的最高级 )
substantify|[语]使名词化,使体词化, 把…用作名词性实词
subnitrate|[化]碱式硝酸盐
sustainment|支持, 维持, 支持物
shrimped|虾, 小虾, 矮子
scariness|scary的变形
subsatellite|由人造卫星带入轨道后放出的物体, 由人造飞船带入轨道后放出的物体
survivalism|生存第一论, 生存第一主义
sarment|(=sarmentum)[植]长匐茎
southpaw|用左手的
somedeal|<古>有几分,有点儿,稍微
subpyriform|[医]似梨形的
spyglass|小望远镜
stemmery|烟叶抽梗车间
saxhorn|萨克斯号
spick|<美俚><贬>美籍西班牙人,在美国讲西班牙语的人
swooshes|哗哗响, 作嗖嗖声, 嗖地发射( swoosh的第三人称单数 )
speciosities|外表美观( speciosity的名词复数 )；华而不实；似是而非；貌似有理
stonemasons|石工, 石匠( stonemason的复数形式 )
shoveled|铲, 铲出（shovel的过去式与过去分词形式）
synangium|[植]聚合囊
separatist|分离主义者, 独立派
sannup|<美>印第安已婚男子
splenitis|脾炎
steeplejack|高空作业工人
sodaclase|钠长石
snod|[医]<疾病与手术标准名称>
struts|[计算机]标记层；源代码（strut的复数）
spading|铁锹捣实
sawfish|锯鳐
searchingly|锐利地
stuporose|[医] 木僵的
sugarcoats|裹以糖衣；粉饰, 使有吸引力
spearwood|[地名] [澳大利亚] 斯皮尔伍德
scunner|反感, 厌恶
shopworker|店员, 工人
susceptive|感受性强的, 易感的, 敏感的, 有接受的
sterid|[医] 甾, 甾族
shrimper|捕虾者[器]
sonobuoy|声纳浮标
stepparent|继父, 继母
semiperfect|半完全的
shriek|尖锐的响声
scania|斯堪尼亚公司（瑞典商用车制造商）
squamose|有鳞片的, 鳞状的
spindle|纱锭, 纺锤, 轴, 心轴
stereotyped|用铅版印的, 老一套的, 套用老调的, 千篇一律的, 已成陈规的
semitropics|[复]n.[地]副热带,亚热带
shanking|[体]慢速跑
stapedectomy|[医] 镫骨切除术
