phone|手机
pergamyn|羊皮纸
pennywise|adj. 小数目上节约的
penult|语尾倒数第二音节, 倒数第二个
palayan|菲律宾栎[橡]
polygenesis|多源发生说, 多细胞繁殖
paguridae|寄居蟹科
pharyngitis|咽炎
pashalik|pasha的领地[管辖权]
plundering|掠夺, 抢劫( plunder的现在分词 )
preagonal|[医] 濒死前的
perviousness|渗透性, 透[渗]水性
plumbism|铅中毒
polyneuritis|[医]多神经炎
phosphorise|<主英> = phosphorize
pocketing|[医] 宽底袋
pacer|[电] 步测器
pylorus|幽门
phonics|声学, 基础语音教学法
phlegethon|[希神]地狱火河( 传说中冥界五大河之一)
polychromy|多色法, 多色彩
phrasal|(含有)短语的, 成语的, 惯用语的, 用语上的, 乐句的
pinnule|小羽片
parches|（使）焦干, （使）干透( parch的第三人称单数 ); 使（某人）极口渴
protested|抗拒
papa|爸爸
procreative|会生产的, 有生殖力的
paginate|标页数
pinguin|野凤梨,野菠萝(指植物或其果实)
parturiency|[医] 临产
powan|[鱼](苏格兰湖产)白鲑
pruned|未修剪的
perambulate|巡行, 徘徊, 漫步于, 勘查
parturient|分娩的, 生产的, 临盆的, 正酝酿产生新思想的
pantywaist|无丈夫气的男子
pastern|胶, 胶骨
pulsates|有节奏地舒张及收缩( pulsate的第三人称单数 ); 跳动; 脉动; 受（激情）震动
parapet|栏杆, 扶手, 女儿墙, 胸墙
phialing|管形瓶；小药瓶
plumule|胚芽, 绒羽
pernickety|不大方的, 爱挑剔的, 难以取悦的, (工作)需要精细的
poral|多孔粉状金属吸热材料
proscribe|剥夺...的公民权, 使失去法律保护, 把...充军, 把...放逐, 排斥, 禁止
pelargonic|[医]壬酸
prudentially|细心地
prognathic|下巴突出的
phototonic|[医] 光紧张的
palletizing|(palletize 的现在分词) 把...放在货盘上, 码垛堆集, 用货盘装运
premaxillary|前颌骨的, 颌骨前的
prosaically|散文式地, 平凡地
paraquat|百草枯（除草剂）
pteridoid|如蕨类的
pasticheur|模仿他人作品者,仿作者, 集成曲作者, 混成作品作者
paludine|沼生
pyritization|黄铁矿化
proteolysis|解朊作用, 蛋白水解作用
placards|招贴( placard的名词复数 ); 标语牌; 海报
peritoneal|腹膜的
padda|〔食〕罐装香料油浸鱼片
pappoose|（北美土人的）幼儿, 婴儿
porcelanous|瓷器(似)的
poignantly|深刻地；辛辣地；令人辛酸地
piperic|胡椒的
polystyle|多柱的
photoprocess|光学处理
polygram|[计] 多边图形, 多字母组
prototheca|原外壁
phosphoric|磷的, 含磷的
periadenitis|[医] 腺周炎
paperlike|paper的变形
pleinairism|外光派, 露天派(19世纪法国印象主义绘画, 直接利用外光作画)
pryingly|[网络] 慌张
plu|[美口]像我们这样的人（people like us）
palliates|减轻( palliate的第三人称单数 ); 缓和（痛苦、疾病等）; 辩解; 掩饰（罪过等）
pinwale|细棱条灯心绒
prese|[医]预调, 调整, 预定的, 预置的
perorate|作结语, 总结, 高谈阔论
platemaker|(印版的)制版机
pensioned|退休金, 抚恤金；津贴；膳宿费
phatic|交流感情的, 仅仅是交际性的
papier|（法）纸
polyesthetic|[医] 多处感觉的
pangolins|(pangolin 的复数) n. 穿山甲, 鲮鲤
petuntze|（烧制瓷器用的）瓷土
phonometry|声强度测量法
pisciculture|养鱼学, 养鱼业
phenetidin|[医] 非那替汀, 氨基苯乙醚, 乙氧基苯胺
periwinkles|长春花( periwinkle的复数形式 ); 玉黍螺（食用海螺）
polemoniales|[网络] 花葱目；花荵目
precipices|悬崖, 峭壁( precipice的复数形式 )
plosives|(plosive 的复数) n. 破裂音
phagocytose|[生](吞噬细胞) 吞噬(异物或细菌)
photoetching|光刻, 照相感光制版, 照相凸版印刷, 照相感光制凸版, 照相凸版
polyaemia|[网络] 多血症
protectingly|加以保护地
pentstemon|钓钟柳
pleustonic|pleuston的变形
prebake|预焙, 预烘干
photoresist|[计] 感光保护膜
platynite|[矿]硫硒铋铅矿
presentence|宣判前的,判决前的
profundities|深奥, 深刻, 深厚( profundity的复数形式 ); 堂奥
plaister|& vt.<废>=plaster
proser|散文家, 平淡无味的人
pterostigma|翅痣
pall|棺罩, 柩衣, 遮盖物
paternal|父亲的, 父系的, 似父亲的, 得自父亲的, 家长式统治的
persecution|虐待, 迫害运动, 迫害, 烦扰
pileorhiza|[植]根冠
petrolene|[化]沥青脂
panful|一满锅, 一满盘
palatitis|腭炎
placentary|placenta的变形
pehlevi|巴列维金币(前伊朗金币)
premixer|[化] 预混合器
poley|[人名] 波利
perfuse|洒遍, 撒满, 散布, 灌注
proudhearted|骄傲的, 傲慢的
palustrine|沼泽的
pentacetate|五乙酸盐
pajamaed|pajamas的变形
punitive|刑罚的, 惩罚性的
pyridoxamine|[生化]吡哆胺,维生素B&-{6}
proteopexic|[医] 蛋白固定的
prolusory|prolusion的变形
papillulate|[医]具小乳状突的
parting|告别, 分歧处, 分界点
pichi|[医] 皮契茄(南美一种茄科植物,其嫩叶用于膀胱炎)
piedfort|厚坯硬币
perognathus|囊鼠属
personage|重要人士, 显要, 名士, 人物, 角色
prescriber|处方者, 开药者, 建议者
phoronid|[动]n.& adj.帚虫(的)
preteritive|过去时的; (动词)只有过去时(或式)的
pappose|[医] 有软毛的, 有冠毛的(菊科)
paltered|讨价还价( palter的过去式和过去分词 ); 含糊其辞; 敷衍了事; 儿戏般对待
planimetric|平面的
parallels|平行线；平行状态；匹敌者（parallel的复数形式）
padraic|[人名] 帕德里克
poitrinaire|[医] [慢性]胸肺病患者
prov|(Prov)人名；(俄)普罗夫
partitions|分开（partition的三单形式）
petitionary|请愿的, 为请愿的, 请求的
propelled|推进的
perispore|[植]孢子周壁
portmanteau|手提箱
pyridone|[化] 吡啶酮; 羟基吡啶
putrefacient|腐败的, 易腐败的, 腐烂的
perseus|珀尔修斯(希腊神话人物), 英仙(星)座
playschool|幼儿游戏组
passionately|热情地, 激昂地
palinurus|[网络] 真龙虾属；巴利奴鲁斯；小天使翠凤蝶
pullout|拔, 拉, 撤退
pothunter|任意捕杀鸟兽者, 逐奖参赛者, 业余考古学家
pneumotropic|肺向性的
prisere|(生态学中的)正常演替系列
pests|有害的人或物( pest的复数形式 ); 害虫; 害兽; 害鸟
pellucidity|透明度, 明晰度, 易懂的程度
protosiphon|原生管属
paronychial|[医] 甲沟炎的
psf|pounds per square foot 磅/平方英尺; pounds per square foot 磅/平方英尺
portlier|肥胖的( portly的比较级 )
parasyndesis|平行联会
palaemonidae|长臂虾科
pervert|使堕落, 使反常, 歪曲, 滥用, 使左右颠倒, 唆使...性变态
pilula|(=pills) 丸剂
prolan|绒膜促性腺激素
pericolitis|[医] 结肠周炎
prentices|(prentice 的复数) n. 学徒, 初学者
prenatally|prenatal（产前的）的变形
procurance|获得, 取得, 实现, 达成, 代理
pycnidium|分生孢子器
potmen|酒馆的侍者
paries|[常作parietes][生]壁
papilloedema|[医]视神经乳头水肿
preknow|先知, 事先知道
peepshows|(peepshow 的复数) n. 西洋镜；拉洋片
porridges|(porridge 的复数) n. 粥, 糊
pigmented|[医] 色素沉着的, 着色的
priapulid|[医]曳鳃动物（动）
patisserie|法式糕点, 法式糕点铺
penthorum|[医] 扯根菜属
pyrexias|(pyrexia 的复数) n. 发热, 热病
paralyses|[医] 麻痹, 瘫痪
propman|道具管理人
proline|脯氨酸
persicaria|[动]红脚鹬
palpating|触诊( palpate的现在分词 )
precambrian|前寒武纪, 前寒武纪岩
penitential|忏悔的, 赎罪的, 苦修的, 作为补赎的
proposing|提议, 建议( propose的现在分词 ); 打算; 提供（解释）; 提出（行动, 计划或供表决的方案等）
petted|宠爱（pet的过去式与过去分词形式）
portlast|舷缘
porphyratin|[化]金属和卟啉的络合物
pettifogger|讼棍, 骗人的律师, 欺诈者, 诡辩者
phrenesis|[医] 疯狂, 精神病(旧名)
pistoleer|使用手枪者, 手枪兵
paintbrushes|漆刷, 画刷, 画笔( paintbrush的复数形式 )
prisable|可以捕获的
palmitins|棕榈精
ptt|[计] 邮政电话与电报
promisees|(promisee 的复数) n. 受约人
pierrots|走江湖的丑角( Pierrot的复数形式 )
pigtail|猪尾, 发辫, 辫形导线
physicalness|physical的变形
propylaeum|入口
poggy|小鲸, 小型的鲸
proverbs|箴言篇（旧约圣经中的）
pholas|[动]海笋,穿石贝
pollinates|给…传授花粉( pollinate的第三人称单数 )
phyla|类群（ 	phylum的复数）
pygofer|(同翅亚目)尾节
pelmet|门帘盒
phew|interj. 咳, 哦, 唷
precooking|预煮, 预先烹调（食物）( precook的现在分词 )
prechoose|预先选定, 预先选择
praiseful|赞扬的
pignora|典质；典质物 (pignus的变形)
precative|恳切的, 恳求的
penmen|书法家( penman的名词复数 )
problemist|棋题设计(或研究)家
phlyzacium|[医] 小脓疱, 深脓疱
pitpan|平底独木舟
polythelism|(=polythelia)多乳头(畸形)
postical|[植]在后的
paradoxides|兜头虫；奇异虫属
phasis|发展中之某一阶段或时期；事物之某一面
phloretin|根皮素, 根皮苷配基
protocalcium|原钙, 初钙
postpaludal|[医] 疟疾后的
pendicle|垂饰
pentagonal|五角的, 五边形的
providently|有远虑地
pressers|(presser 的复数) n. 压制工, 压制机
palestrae|体育场
pelecypod|[动]n.瓣鳃动物,斧足动物
paletiology|[网络] 病因学
pornocracy|淫妇政治(指公元10世纪时罗马贵族中的几个淫妇成为教皇情妇而控制教廷大权)
pyromancy|火焰占卜
primo|第一的；首先的
pkg|包装（package）
polyparies|polypary的变形
pincher|(条钢因耳子造成的)折叠(缺陷), (薄板的)折印(缺陷), 夹锭钳
postliterate|文字后的,采用电子传媒的
pilocystic|[医] 囊样含毛的
pilularia|[网络] 丝苹属
prankishness|prankish的变形
predicrotic|[医] 重波前的
peters|彼得斯（姓氏, 男子名）
plugboard|[计] 插接板
panelist|专门小组成员, 演出小组成员, 参加电视公开讨论会的成员, 答问小组的成员
paar|<希伯来>洼地
primos|(primo 的复数) adj. 第一的；首先的
prosethmoid|前筛骨
pampering|纵容, 宠, 娇养( pamper的现在分词 )
polywater|[化]聚合水
paratactic|并列的, 并列结构的
parodist|模仿诗文作者, 打油诗作者, 诙谐文作者
plesiotype|近型
polytropic|[昆]多花采蜜的,多花采粉的
pimenta|[废]多香果辣椒
papmeat|(婴儿或病人吃的)软食
planigram|[医] X线体层照片, X线断层照片
palliation|缓和, 辩解, 减轻
polycarp|(无脊椎)多果腺
pulchritude|美丽
pampero|由南美吹向大西洋的冷风
pockwood|愈创木
pavlov|巴甫洛夫（苏联生理学家和实验心理学家, 全名为Ivan Petrovich）
precompiler|[计] 预编译的
protozoology|原生动物学
pagurus|[网络] 寄居蟹；寄居蟹属；普通黄道蟹
plasmodia|[医] 疟原虫, 原形体, 原质团, 合胞体
plurel|集合体
prostituting|滥用才能( prostitute的现在分词 ); 糟蹋自己; 卖淫; 出卖肉体
phyle|宗族, 居民阶层
polarization|极化, 极化强度, 偏振, 两极分化
pickmen|(pickman 的复数)  [人名] 皮克曼
pounced|突然袭击( pounce的过去式和过去分词 ); 猛扑; 一眼看出; 抓住机会（进行抨击）
pasties|（脱衣舞女等粘戴在乳头上的）乳头罩; 肉馅饼( pasty的名词复数 ); 乳饰
psychotaxis|心理整复
pregnable|易攻击的, 可功克的, 可受孕的
psalms|圣经旧约中的诗篇（等于Book of Psalms）
pterygode|(鳞翅目)翅基片
procne|[希神]普洛克涅(雅典公主Philomela 之姐)
pastored|(pastore 的过去分词)  [人名] 帕斯托
preverb|句首助动词, 前动词(即移至句子第一个位置上的助动词)
postnecrotic|[医] 坏死后的
protestatory|表示抗议(或异议)的
phytane|[化]植烷
protophyll|[植]原生叶
procoelia|[医] 侧脑室
peripatetics|(peripatetic 的复数) a. 徒步的, 漫游的
postglenoid|关节盂后的
pith|木髓, 骨髓, 要旨, 重要性, 力量, 核心, 意义, 精华
paparazzo|专门追逐名人的摄影记者
partitionist|(政治)分裂主义者
platoon|排, 一组, 一群人
patroness|女性保护人, 女资助人, 女主顾
pinnotheres|〔水产〕豆蟹
pinakoid|轴面体
periodograph|週期图仪
polygenes|[pl.][生]多对因子, 多基因
peppy|精神充沛的, 活泼的, 起动快的
polars|(polar 的复数) a. 两极的, 极地的, 正好相反的, 极性的
prosoma|[动]前体(区)
portcullises|铁闸门, 吊闸( portcullis的复数形式 )
preman|史前人,猿人
pulsation|悸动, 震动
psalmody|圣歌吟唱, 赞美诗, 赞美诗音乐改编
pipa|[动]负子蟾
palmae|[医] 掌, 棕榈
palama|鸟蹼
peterkin|[男子名] 彼得金 Peter的昵称
poeciliidae|杂色鱼科
phenethyl|苯乙基
perflation|[医] 吹气引流法, 吹入法; 自然通气
prepayment|[经] 预付, 提前偿付
puppis|[the Puppis][天]船尾(星)座
phegopteris|[网络] 卵果蕨属；假金星蕨属
predacity|食肉性
polymeter|多能湿度表
pimpernels|(pimpernel 的复数) n. 海绿属植物, 难以捉摸的事物, 一心追求的事物
potteries|陶器( pottery的名词复数 ); 陶器厂; 陶土; 陶器制造（术）
patriarchdom|家长；族长；元老；创始人 (patriarch的变形)
pedipalpus|(无脊椎动物的)脚须
pygopus|[网络] 尾肢
papillomata|乳突淋瘤, 刺瘤( papilloma的名词复数 )
pedro|彼得牌戏（一种纸牌戏）
prana|（印度教哲学中的）息, 生命气息
palmella|[医] 胶群[绿]藻属
piperonal|[化]胡椒醛, 洋茉莉醛( 亦作piperonyl aldehyde)
pampered|饮食过量的, 饮食奢侈的
plasticism|造型学
populin|[化] 杨属灵; 白杨苷
phytophilous|喜植物的
pks|packs 包裹; pecks 啄坏; 凿; 急吻
phosphor|金星, 启明星, 磷光体, 磷光剂, 磷光闪闪的东西
putrefying|（使）腐烂, （使）腐败( putrefy的现在分词 ); （使）化脓; 腐化, 堕落
parsley|皱叶欧芹, 荷兰芹
plurisporous|[植]多孢子的
postabortal|[医] 流产后的
pericerebral|[医] 脑周的
palification|打桩
pollard|无角(截去角)的动物, 截去树梢的树, 麸皮
penetrator|穿入者, 侵入者, 渗透者
puzzlers|(puzzler 的复数) n. 令人困惑的人, 难题
purebred|纯种的
pardi|& int.<古>肯定,当然,无疑,确实(发誓时用 )
ponent|西的
pilifer|唇基侧片
paraterminal|末端旁的
pelecanidae|[网络] 鹈鹕科；鹈形目鹈鹕科；鹈鶦科
pricers|(pricer 的复数) n. 核价员, 报价员
pistacite|绿帘石
plaything|玩具, 被玩弄的人, 玩物
pussycats|猫, 有毛的柔软东西( pussycat的复数形式 )
parasol|阳伞, 伞翼机
picayune|小钱币, 五分钱币, 微不足道的事物, 无足轻重的人
pianosa|[地名] [意大利] 皮亚诺萨
postpalatine|腭后部
plumasite|刚玉奥长岩
palpitating|（心脏）悸动( palpitate的现在分词 ); 突突跳; 急速地跳动; 颤抖
pyxis|有盖瓶, 小箱
petroselinum|(=parsley)岩芹, 洋芫荽, 石芹
poppycock|胡说, 废话
potentiated|使强有力, 增强（尤指药物）效能( potentiate的过去式和过去分词 ); 使可能
perfumer|香料制造人, 香水调配者, 香料商, 香水喷雾器
prismy|棱柱的, 灿烂的
phagocytosed|(phagocytose 的过去分词) vt.[生](吞噬细胞) 吞噬(异物或细菌)
personalism|个性, 个人影响, 人格主义
pleurobranch|侧胸, 胸鳃
precancerous|癌症前期的
placuntitis|胎盘炎
psychologism|唯心理论, 心理学术语, 心理学概念
preindicate|预先指出,事先表明, 预示
patties|小馅饼( patty的名词复数 )
phlebectasis|[医] 静脉扩张
phanerosis|[医] 显现, 显形
pallor|苍白, 青白
picaros|流浪汉, 流氓( picaro的名词复数 )
pearlash|[医] 真珠灰, 粗碳酸钾
polytyping|【印刷】(将木刻等印版压在金属半流质上制成的)压铸版；压铸版印件；【矿物学】多型(体)
petrous|岩石的, 岩石般的, 坚硬的
patristical|（早期基督教）教父的, 教父的宗教著作的
probation|鉴定, 查验, 证明, 试用, 察看, 缓刑
philoctetes|[希神]菲罗克忒忒斯(在特洛伊战争中用其父大力神Hercules所遗之弓和毒箭杀死特洛伊王子Paris的英雄)
pereiopod|(甲壳动物的)胸部附器
prissier|谨小慎微的( prissy的比较级 )；过分讲究的；拘谨的；刻板的
pentoside|[生化]戊糖苷
preteen|青春期前的
protist|原生生物
procrypsis|(昆虫等的)隐色
payt|payment 付款; 支付; 报酬; 偿还
paranosic|[医] 因病获益的
